N,mu,n_ratio,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
11,0.02797,1.7283,2.2228,2.1036,2.4508,2.474,2.3536,2.407,3.2208,3.2685,3.6381,5.0892,5.0778,4.957,5.1423,4.5871,4.7114,4.9243,5.599,5.9495,6.2953,6.498,6.7893,7.3666,7.1267,7.7038,7.4266,7.5414,7.5491,7.6373,8.312,8.2861,8.7351,8.6206,8.7764,9.3576,9.3319,9.3451,9.6357,9.477,9.2264,9.3718,9.8815,9.8104,9.5134,9.2362,8.4049,8.7414,9.4664,9.1135,9.4892,9.4946,9.5814,9.4141,10.085,9.834,10.138,10.092,9.5769,9.8909,10.1,10.388,10.204,10.278,10.427,9.8308,9.4379,10.332,10.306,10.468,10.463,10.228,9.9443,10.353,10.037,9.8101,9.7428,8.9074,9.4822,9.4759,9.8469,10.062,10.438,10.296,10.34,10.23,10.55,10.488,10.184,10.528,10.626,10.601,10.726,10.497,10.197,10.438,9.967,10.268,10.132,9.9502,9.7573,9.7688,10.221,9.7499,10.061,9.8052,10.199,10.22,10.52,10.077,9.8759,9.9887,9.9915,9.8909,9.6441,10.432,9.725,9.544,9.5488,9.0927,9.1477,8.9373,8.7015,9.011,8.9109,9.5941,9.7472,10.049,9.9241,9.8964,9.544,9.7675,9.7983,10.142,9.481,10.042,10.01,9.5426,9.3315,9.1576,9.1279,9.0612,9.3364,8.9349,8.9542,9.9481,10.103,10.216,9.9545,9.7238,9.8439,10.516,10.385,10.189,10.528,10.117,9.8582,10.106,10.432,9.9716,9.8264,10.445,10.586,10.777,10.432,10.4,10.01,10.011,9.0789,9.0181,9.2205,9.2348,9.5365,9.4943,10.026,10.436,10.796,10.395,9.8503,9.7976,9.5257,10.308,9.862,10.304,9.9496,9.8121,9.5163,9.472,9.9851,9.5581,9.2754,9.2358,9.6669,9.8625,9.972,9.6344,10.186,9.8002,9.4442,9.9363,9.6491,9.4007
2,0.30388,1.8806,1.9665,1.9666,1.8755,1.7408,1.6359,1.4899,1.3733,1.2666,1.2197,1.1969,1.1402,1.1402,1.1824,1.1575,1.1052,1.1052,1.1243,1.0939,1.0914,1.0905,1.1059,1.1468,1.1713,1.1501,1.1116,1.0939,1.0939,1.1151,1.1129,1.0939,1.0819,1.0802,1.0967,1.0749,1.0486,1.0358,1.0391,1.0512,1.057,1.1662,1.1702,1.4052,1.6259,1.6259,1.6815,1.5573,1.426,1.2763,1.3077,1.2661,1.2009,1.1995,1.1911,1.4876,1.5572,1.8038,1.7286,1.4107,1.4142,1.6791,1.6446,1.365,1.3642,1.4545,1.6287,1.4972,1.3226,1.3077,1.4251,1.4465,1.5776,1.5397,1.4771,1.9468,1.9387,1.9972,2,1.8029,1.8579,1.9467,1.9097,1.9854,1.9176,1.8903,1.9635,1.8857,1.8984,1.7895,1.8179,1.9066,1.9652,1.9668,2,1.961,1.9652,1.9716,1.967,1.9265,1.9999,2,1.9998,1.9977,1.9895,1.9794,1.9896,1.9596,1.9962,1.9947,1.9645,1.9902,1.9847,1.9879,1.9669,1.9947,1.9869,1.9838,1.979,1.9871,1.9077,1.823,1.8017,1.6529,1.6566,1.7579,1.8805,1.9371,1.9428,1.999,1.9894,1.9734,1.9764,1.9051,1.9201,1.8846,1.9879,1.9402,1.9759,1.9989,1.9997,1.9772,1.9986,1.9858,1.9822,1.9966,1.994,1.9893,1.9879,1.9475,1.8698,1.9242,1.941,1.9177,1.9316,1.823,1.7718,1.818,1.8182,1.8896,1.8231,1.9998,1.8318,1.9685,1.9854,1.9771,1.9483,1.9816,1.9429,1.9854,2,1.9895,1.9134,1.9039,1.8598,1.7835,1.9944,1.9975,1.916,1.9547,1.9646,1.9871,1.9609,1.9761,1.9856,1.967,1.9005,1.8946,1.8952,1.9554,1.8318,1.863,1.7806,1.74,1.7424,1.6564,1.808,1.8189,1.9852,1.9858,1.9868,1.9389
4,0.8875,1.2276,3.4984,3.5242,3.4088,3.2897,3.2646,3.3127,3.2633,3.2782,3.2524,3.2191,3.2644,3.2656,3.1466,3.2398,3.0714,3.3025,3.1328,3.1053,2.9419,3.0992,2.9952,3.2295,3.3629,3.4435,3.4167,3.2957,2.9499,3.0599,2.9372,2.9277,2.8551,2.7849,2.7733,2.6649,2.8763,2.9069,3.1335,2.8998,2.9606,3.2227,3.0178,3.097,2.9859,2.9396,3.1094,2.9437,2.8018,2.5626,2.4947,2.5731,2.4671,2.65,2.477,2.4053,2.4044,2.5465,2.516,3.021,3.2229,3.4015,2.9605,2.8212,2.9513,3.0799,3.0585,3.1409,2.8635,3.1241,3.6727,3.8221,3.2877,3.2917,3.0482,3.0146,3.0975,3.0496,3.3303,3.7793,3.9387,3.7009,3.5192,3.4801,3.5219,3.7163,3.618,3.5587,3.5003,3.6748,3.5242,3.5333,3.9155,3.9329,3.5921,3.5808,3.3309,3.0986,3.6249,3.4996,3.121,3.1943,3.2689,3.4383,3.3623,3.2807,3.3462,3.5623,3.5874,3.5793,3.6429,3.4472,3.4718,3.2884,3.3984,3.2469,3.2508,3.2756,3.1892,3.2498,3.4292,3.6415,3.5773,3.5121,3.3983,3.8478,3.3734,3.2349,3.531,3.2728,3.7444,3.9521,3.8723,3.624,3.7408,3.8316,3.667,3.5905,3.51,3.8473,3.8553,3.675,3.6879,3.9763,3.7743,3.6961,3.7148,3.8897,3.4837,3.4503,3.2447,3.4918,3.3998,3.2842,3.469,3.5108,3.421,3.4899,3.3919,3.3637,3.5508,3.3401,3.3793,3.3658,3.3446,3.4284,3.4658,3.4664,3.2476,3.1178,2.9899,3.1258,3.1733,3.1887,3.182,3.1071,3.9706,3.8023,3.9278,3.8719,3.7163,3.2793,3.2934,3.5285,3.5898,3.4133,3.4665,3.4195,3.4594,3.4402,3.4735,3.4177,3.565,3.5766,3.403,3.6184,3.5379,3.6511,3.5885,3.6509,3.7242,3.6385
11,0.32106,1.167,5.8131,5.3755,5.5405,5.6734,5.6366,5.2756,5.4318,6.0634,6.33,6.164,6.4083,6.726,7.4217,7.5262,8.0008,7.5105,7.9217,8.4602,8.1714,8.8937,8.9695,8.6162,9.3267,9.9501,9.8792,9.5883,9.9806,9.2265,9.0842,9.1977,9.0222,8.9324,9.1099,9.198,9.1982,9.4089,9.5344,9.7629,9.6997,9.141,9.8818,10.076,10.264,9.7489,9.7007,9.7479,9.9167,9.8553,9.7222,9.299,8.4248,8.4654,9.0315,8.795,9.4013,9.7651,10.157,9.604,8.966,9.292,8.9804,9.2483,9.6435,9.2419,9.8362,9.8854,10.086,10.231,10.349,9.9869,9.8095,9.8862,9.2761,8.6269,9.1671,9.2946,9.3862,8.7882,9.1705,9.5484,9.6918,9.7239,9.256,9.045,8.8779,9.4016,9.3257,8.6452,8.8553,9.0638,9.3352,9.3863,9.5807,9.8243,9.5512,9.7997,9.757,9.5159,9.8401,10.1,10.12,9.9189,9.8519,10.216,9.7024,9.8891,10.192,9.4672,10.122,10.299,9.8389,9.5926,10.034,10.053,9.4193,9.904,9.8914,9.4827,9.4721,9.5996,9.5119,9.4392,9.4647,9.1814,8.8002,8.7192,9.096,8.7058,9.0008,9.5602,9.1749,9.5848,9.582,9.4703,9.79,9.2662,9.5852,9.8381,10.155,9.7084,10.171,10.144,10.227,10.369,10.098,9.8841,10.192,9.6803,9.9452,9.9252,9.8733,9.5411,9.7184,9.8375,9.7261,10.126,9.6957,9.7955,9.7045,9.1947,9.2667,9.761,9.4342,9.2058,9.3303,9.1558,9.3608,9.5096,9.2935,8.952,8.489,9.2291,9.5947,9.9703,10.008,9.8624,10.016,9.7791,9.876,9.906,9.4398,10.104,9.8514,10.138,10.129,10.327,9.7034,9.9663,10.024,10.095,9.8899,10.023,9.8824,9.5569,9.8459,9.9373,10.263,9.9027,10.014,9.2665
6,1.4054,1.4369,4.3485,4.3848,3.9024,4.0169,4.2343,4.8341,5.0056,4.8272,4.9318,4.8585,5.0749,5.1472,5.183,5.0619,5.0093,4.911,5.0625,4.7414,4.6317,4.7398,4.9696,5.1102,5.0995,5.2314,5.1452,5.0049,4.9375,5.0203,4.9749,4.6071,4.8035,5.1336,5.1676,5.1589,4.971,5.125,4.9388,4.9585,5.3106,5.1449,5.115,4.8975,4.8254,4.7839,4.8057,4.4283,4.1162,4.6842,4.7095,4.8217,5.2111,5.3191,5.3352,5.4621,5.5826,5.7072,5.7612,5.6801,5.4056,5.1975,5.4798,5.3705,5.5363,5.6971,5.6147,5.6278,5.5817,5.241,5.3382,5.5796,5.4307,5.7841,5.7179,5.5565,5.6628,5.7747,5.8061,5.7161,5.7828,5.7588,5.7369,5.5367,5.7687,5.546,5.3557,5.3654,5.3686,5.4121,5.4307,5.3486,5.3553,5.5108,5.553,5.5208,5.4489,5.2838,5.2972,5.4461,5.2138,5.1246,5.3696,5.2955,5.3784,5.1854,5.4963,5.3867,5.2479,5.2732,5.3069,5.1967,5.7452,5.7091,5.6897,5.6495,5.4991,5.5895,5.4682,5.5722,5.6111,5.5165,5.5808,5.4519,5.4315,5.3103,5.3933,5.6139,5.4029,5.3657,5.22,5.3681,5.1639,5.1554,4.6881,4.4292,4.5134,4.2213,4.4681,4.2467,4.6832,4.0806,4.4065,4.3783,4.9326,4.9248,5.4213,5.2593,5.3972,5.4421,5.2569,5.2472,5.1605,5.2788,5.1691,4.9898,4.9991,4.8497,4.7374,4.6102,4.6627,5.118,4.9199,5.2633,5.3265,5.375,5.5212,5.4602,5.589,5.4166,5.3074,5.348,5.4611,5.2657,5.316,5.1921,4.8478,4.9912,4.7647,4.4967,4.8307,4.8951,4.7442,4.8698,4.7729,4.6405,5.0133,5.242,5.3817,5.1412,5.1507,5.0131,5.2443,5.5149,5.5273,5.6566,5.5163,5.7253,5.6787,5.5273,5.567,5.6095
11,1.3705,1.6792,3.262,3.5347,3.7812,3.7771,3.548,3.5175,3.8522,3.9845,4.4095,4.9572,4.8595,4.925,5.0812,5.0439,5.8469,6.4768,6.6205,6.7327,6.5987,6.3993,6.8833,7.0372,6.9917,6.9449,6.8801,6.8951,6.9825,7.068,8.1654,8.3478,8.786,8.3895,8.3435,7.896,8.2046,8.5225,8.5555,8.9544,8.5308,8.1779,8.3002,7.8701,7.7739,7.6369,7.2158,7.4934,8.0227,8.1579,8.3669,8.7512,8.9579,9.1753,9.5113,9.2283,8.6785,9.3098,9.2469,9.5792,9.8957,9.8945,9.7652,9.8142,9.5097,9.805,9.7634,10.027,9.9221,9.8766,9.857,10.127,9.9929,10.203,10.337,9.6912,9.2995,9.3988,9.4191,9.2514,9.6858,9.4926,9.9925,10.194,9.8782,9.8328,9.4851,10.344,10.464,10.446,10.13,10.025,10.226,10.605,10.653,10.407,10.087,10.201,10.241,10.283,10.197,10.144,10.363,10.452,10.043,10.453,10.265,10.349,10.398,10.405,10.199,10.638,10.183,10.043,9.5504,9.6736,10.025,10.244,10.083,10.34,10.494,10.375,10.714,10.72,10.543,10.511,10.638,10.696,10.614,10.373,10.376,10.517,10.272,9.9388,9.7568,9.9319,10.012,9.975,9.8797,10.282,10.208,10.389,10.127,10.026,9.6932,10.448,10.455,10.15,10.149,9.954,10.149,9.7177,9.2156,9.1847,9.5621,9.8972,10.079,9.6649,10.185,10.384,9.7377,9.5135,9.8828,9.8366,10.045,10.006,9.9669,9.9046,9.8303,10.036,9.7871,9.6801,9.5426,9.7594,9.995,9.9945,10.188,9.8445,9.8712,9.7864,9.8865,10.018,9.6633,9.7338,9.748,9.7263,9.0306,9.0078,8.7354,8.9494,9.2955,9.1772,9.8427,9.5249,9.248,9.8104,9.0727,9.3186,9.6685,9.9644,10.041,10.207
3,0.49257,1.1131,2.9856,2.9781,2.9536,2.8923,2.7049,2.6952,2.4548,2.5066,2.5557,2.5667,2.5888,2.4995,2.498,2.5387,2.6142,2.549,2.5456,2.496,2.5295,2.5846,2.6135,2.6199,2.5113,2.4382,2.4661,2.6171,2.5733,2.6657,2.6641,2.7931,2.7797,2.8089,2.8142,2.6953,2.7763,2.9188,2.9956,2.9719,2.9478,2.9365,2.9094,2.824,2.7393,2.7525,2.8172,2.8283,2.8824,2.8876,2.9036,2.9374,2.9747,2.9581,2.957,2.9911,2.8646,2.728,2.8756,2.7901,2.6928,2.7532,2.9692,2.9717,2.9855,2.9399,2.9457,2.7828,2.8346,2.8061,2.673,2.7095,2.7529,2.646,2.7625,2.7849,2.7621,2.8006,2.7391,2.5854,2.5499,2.4867,2.7206,2.7502,2.9023,2.888,2.7621,2.8197,2.7507,2.7339,2.7321,2.8009,2.6519,2.7519,2.7015,2.8457,2.8735,2.6476,2.9809,2.8536,2.8767,2.8949,2.8961,2.8966,2.8424,2.9445,2.9421,2.8762,2.9326,2.9409,2.7573,2.7458,2.8633,2.952,2.918,2.9748,2.8831,2.9278,2.9685,2.881,2.9117,2.6939,2.6357,2.4489,2.4614,2.5776,2.794,2.7061,2.6987,2.5679,2.4959,2.5038,2.8056,2.8985,2.9493,2.8131,2.7972,2.7317,2.8041,2.7641,2.8014,2.975,2.9746,2.9689,2.9549,2.8712,2.9085,2.9819,2.8774,2.7257,2.5932,2.4225,2.3459,2.3074,2.361,2.2224,2.3043,2.2695,2.3332,2.3977,2.528,2.3357,2.3525,2.4928,2.4975,2.6205,2.5322,2.6702,2.7865,2.7818,2.6961,2.6758,2.7534,2.7604,2.6999,2.5764,2.6119,2.7669,2.7662,2.7666,2.6774,2.7572,2.8806,2.8098,2.9185,2.9076,2.971,2.9581,2.9617,2.9148,2.9715,2.9559,2.9787,2.9792,2.9973,2.9649,2.947,2.9438,2.9925,2.9827,2.9579,2.9198
10,0.6685,1.0573,6.5763,6.1758,6.1062,6.1365,6.5387,6.8682,7.2342,7.5492,7.3608,7.0511,6.9059,6.8445,7.1304,7.4618,7.6927,7.5905,8.3878,8.4437,8.738,8.231,8.4548,8.5657,8.9031,8.2714,9.2726,9.1228,8.9881,9.1284,8.9628,8.9677,9.0121,8.8721,8.9749,9.0613,9.0291,8.9164,8.5158,8.2598,8.3287,8.2375,8.1895,8.8101,8.9352,8.6738,8.7411,8.7342,8.5891,8.8428,8.7131,8.7552,9.2252,9.0022,9.4437,9.3123,9.2687,9.4373,9.3219,9.2105,9.1562,9.1494,8.9371,8.6239,8.7601,9.0158,9.0079,9.1007,9.1439,9.1058,8.8459,8.6602,8.8707,8.9321,8.5971,8.4375,8.5402,8.0974,7.6803,7.3415,7.2264,6.3617,7.1167,8.2408,8.4212,8.5867,8.3794,8.4189,8.2784,8.1358,7.6377,7.7637,7.9633,7.6506,8.0365,7.9817,8.1497,7.6577,7.8215,8.0979,8.3194,8.6364,9.0877,8.6085,7.9034,8.0642,7.8627,7.9935,7.0747,7.6278,7.6343,7.6411,8.273,8.2788,8.3893,8.7815,9.0191,8.8917,9.0657,8.9855,9.0266,9.1664,8.9385,8.7401,8.2221,8.8033,8.4613,8.3203,8.3674,8.9385,8.7902,8.9139,8.7402,8.7173,8.8148,8.5924,8.5731,8.7621,8.8852,8.9978,9.2478,9.1316,9.289,9.4252,9.1408,8.5404,8.6012,8.998,8.8683,8.6412,8.7268,8.6676,8.8955,8.9536,9.0928,9.1293,8.9188,8.3687,8.6036,8.1858,8.4779,7.8901,7.5826,7.6121,7.4734,7.1707,7.9884,7.9554,8.7988,8.7943,9.0957,9.0822,9.3711,9.3111,9.0896,9.2341,9.4629,9.5518,9.6898,9.5401,9.6358,9.3245,9.7322,9.8115,9.6847,9.7227,9.4385,9.7772,9.4271,9.2865,9.4735,9.6955,9.7551,9.7381,9.5588,9.4422,9.2373,9.0908,8.3973,9.2659,9.5007,9.2007
7,1.421,1.3167,4.2591,4.1698,4.0707,4.3147,4.5326,4.5223,4.5571,4.181,4.1288,3.781,3.6513,3.7392,3.762,3.7935,3.6898,3.7686,3.904,3.8895,3.7686,4.0016,4.2309,4.3437,4.3171,4.2182,4.233,4.1967,4.1513,3.8953,3.9942,3.8587,3.8654,3.9844,4.4448,4.9384,5.074,5.4687,5.5667,5.9169,6.0813,6.2836,6.2698,5.9727,5.9401,6.2593,6.0235,5.8781,6.066,5.7657,5.825,5.8019,5.6961,5.5738,5.1657,5.2316,5.2528,5.4108,5.1071,5.0364,5.1219,4.5622,4.3471,5.1041,6.0742,5.6876,5.5894,5.8023,5.452,5.5364,5.3773,5.7915,6.2097,6.2005,6.208,6.1962,6.1156,6.1944,6.0366,6.0727,5.8533,5.6885,6.028,6.0394,6.0796,6.0322,5.9986,6.1416,6.2189,6.0269,5.7002,5.8151,6.3014,6.3202,6.1158,6.2749,6.2654,6.3312,6.0026,5.7768,6.1325,5.7482,5.6619,5.7136,5.8451,5.7614,5.7543,6.039,6.032,5.9252,6.0394,5.7546,5.6692,5.9259,5.6968,5.5853,5.4061,5.4802,5.6225,5.6528,5.5126,5.6153,5.9931,6.1371,6.185,5.9062,5.7763,5.7963,5.4882,5.4769,5.8665,5.851,5.9118,5.8093,5.7811,5.6763,5.8473,6.0083,6.3645,6.2998,6.2021,5.8615,5.6118,5.1627,5.9833,6.0871,6.1843,6.0989,5.9469,6.1136,6.0155,6.1714,6.4257,6.1247,6.1678,6.1591,6.1197,6.1556,6.1821,6.3298,6.2502,6.0291,6.2864,6.2445,6.4004,6.2309,6.0739,6.2758,6.3317,6.3617,6.1402,6.3782,6.4083,6.3179,6.1327,5.8435,6.1796,5.9003,5.8583,5.8461,5.83,5.9541,5.868,6.2548,6.1909,6.1765,5.9665,5.346,6.1822,6.246,6.1046,6.2541,6.0339,6.3636,6.2833,6.332,6.2132,5.9795,6.0659,6.0378,5.837,5.8905
11,0.87869,1.5315,6.3993,6.0211,6.0036,6.0688,6.2284,6.6658,6.5973,6.6746,6.7041,7.222,7.5709,7.6487,8.3472,8.436,8.3758,8.7156,8.6842,8.786,8.609,8.3313,8.5769,8.8005,8.8036,8.6744,8.0757,8.4693,8.3766,8.4443,8.4058,9.0535,9.064,9.2975,9.3965,9.4879,9.6736,9.8341,10.224,10.219,10.177,9.9477,10.031,10.197,10.22,10.167,9.9094,9.4894,10.472,10.177,10.259,10.471,10.428,10.132,10.216,10.199,10.112,10.432,10.147,9.4545,10.317,10.139,9.7381,10.184,9.7954,9.5567,9.7504,9.9971,9.9543,10.06,10.225,9.8086,10.25,10.354,9.8656,9.5825,9.6196,9.5375,9.0226,8.9419,9.2875,9.1289,9.2113,9.2462,9.1658,9.5592,9.7629,9.4221,9.2048,8.8482,8.7383,9.3544,9.1102,9.2876,9.2386,9.4558,9.7146,9.2047,9.4266,9.8273,9.9864,9.7776,10.154,10.006,9.8968,9.3763,9.5595,9.6282,9.3659,10.55,10.112,10.03,10.343,10.425,9.887,10.197,9.4449,9.4961,9.9315,10.25,9.8389,10.12,10.169,9.9568,10.299,10.21,9.8662,10.316,10.428,10.59,10.469,10.515,10.349,10.547,10.53,10.198,10.127,9.8566,9.8392,10.208,10.371,10.243,10.027,10.008,9.5017,9.5078,10.284,10.531,10.176,10.122,10.214,10.243,9.8446,9.7616,10.02,10.274,10.391,10.228,10.238,9.777,9.4876,10.186,9.7737,10.047,9.9381,10.058,10.328,9.718,10.26,9.9617,10.337,10.355,10.305,10.544,10.218,10.318,10.412,10.064,9.9777,10.205,9.7194,10.193,10.028,9.8006,9.9161,9.8823,9.9439,9.6364,9.6104,10.032,10.209,9.819,10.411,10.204,10.766,10.7,10.446,9.863,10.319,10.722,10.308,10.509
