N,mu,n_ratio,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
9,0.49594,1.2061,1.1105,1.2104,1.2034,1.1672,1.1096,1.1018,1.0522,0.98889,0.97229,0.95393,0.92943,0.89714,0.86672,0.85877,0.8237,0.83567,0.83334,0.84237,0.81711,0.81174,0.80414,0.80654,0.79576,0.81918,0.82223,0.79589,0.79034,0.74493,0.72054,0.70242,0.71315,0.69609,0.6834,0.67525,0.6876,0.70061,0.74741,0.75637,0.7471,0.72161,0.69552,0.67711,0.65634,0.69379,0.69814,0.68297,0.64745,0.64907,0.64864,0.62791,0.65351,0.65173,0.63301,0.62854,0.59712,0.60867,0.61885,0.56794,0.57227,0.61079,0.64189,0.65314,0.6327,0.59168,0.59676,0.6107,0.60308,0.61898,0.65231,0.70691,0.73465,0.72468,0.70334,0.71381,0.70787,0.67988,0.64238,0.63756,0.60974,0.62946,0.63478,0.60713,0.6119,0.63604,0.63283,0.62859,0.6497,0.63958,0.67813,0.67785,0.68815,0.74056,0.73268,0.77993,0.76207,0.72117,0.70865,0.73968,0.74907,0.74916,0.76705,0.76547,0.73389,0.73862,0.69464,0.67758,0.63414,0.61231,0.62196,0.6295,0.63853,0.5797,0.54863,0.52342,0.51418,0.51332,0.51521,0.54988,0.52966,0.48898,0.45167,0.4818,0.48013,0.49926,0.50808,0.51229,0.49325,0.489,0.4998,0.50035,0.50212,0.50567,0.48513,0.52236,0.54536,0.55713,0.57141,0.60153,0.64565,0.65552,0.67371,0.67019,0.68325,0.68252,0.6918,0.66985,0.64567,0.62801,0.59855,0.56989,0.57066,0.59068,0.59443,0.56303,0.5279,0.55699,0.55989,0.55972,0.59633,0.61869,0.6577,0.66687,0.65421,0.62614,0.61536,0.59857,0.6183,0.61303,0.57579,0.57496,0.58995,0.5977,0.63838,0.64949,0.6425,0.64694,0.65528,0.65487,0.63828,0.62829,0.64655,0.64368,0.66498,0.68153,0.66539,0.63102,0.64033,0.61806,0.64514,0.62549,0.65502,0.63106,0.59985,0.58258,0.56362,0.55275,0.5514,0.55839,0.56017,0.56366
7,1.498,1.5815,1.1846,1.2834,1.3292,1.3696,1.3712,1.3823,1.3292,1.3287,1.3029,1.2886,1.2534,1.2556,1.2526,1.2384,1.2273,1.1794,1.1901,1.221,1.2172,1.2221,1.2802,1.3009,1.3714,1.3838,1.388,1.3786,1.3803,1.3998,1.4014,1.4444,1.4572,1.4898,1.5044,1.495,1.4895,1.5109,1.5108,1.5061,1.4954,1.4901,1.4529,1.4216,1.416,1.3699,1.3236,1.3185,1.3219,1.3538,1.3321,1.3358,1.3661,1.3641,1.3474,1.3473,1.3412,1.3302,1.3754,1.3967,1.4032,1.3874,1.4368,1.4519,1.4696,1.4629,1.4996,1.5388,1.564,1.5586,1.5152,1.4938,1.5249,1.5667,1.5507,1.5158,1.5117,1.4766,1.4939,1.47,1.443,1.4386,1.4714,1.4942,1.4693,1.4768,1.4583,1.4198,1.3966,1.4313,1.4296,1.431,1.391,1.3824,1.3631,1.3775,1.4406,1.4753,1.5039,1.5085,1.5226,1.5328,1.5327,1.4838,1.4745,1.4678,1.4675,1.4592,1.4688,1.4951,1.5148,1.5348,1.4952,1.4843,1.5138,1.5339,1.5204,1.5213,1.5093,1.4996,1.5112,1.5185,1.5123,1.5035,1.4769,1.4776,1.4812,1.4617,1.4229,1.3343,1.2964,1.2862,1.3066,1.3173,1.3504,1.4169,1.4544,1.462,1.4397,1.4567,1.4421,1.3989,1.4068,1.4371,1.441,1.4756,1.4837,1.4837,1.4823,1.4696,1.4485,1.4004,1.3989,1.4416,1.4442,1.4669,1.491,1.5141,1.4781,1.5013,1.4759,1.5151,1.5095,1.4866,1.4966,1.5098,1.5171,1.5349,1.5488,1.6042,1.5987,1.5638,1.578,1.5867,1.5826,1.5619,1.5647,1.5494,1.5276,1.4848,1.4981,1.5123,1.5223,1.4966,1.4894,1.5073,1.5118,1.4584,1.4431,1.415,1.4395,1.4604,1.473,1.4652,1.4656,1.4432,1.4422,1.4714,1.4745,1.4148,1.421,1.4612
10,0.83699,1.6465,1.168,1.2667,1.2478,1.2395,1.1855,1.195,1.157,1.0899,1.0871,1.0419,1.0257,0.99563,0.9872,0.99673,0.98392,0.97422,0.93686,0.93124,0.90542,0.90105,0.92198,0.92524,0.92732,0.93199,0.9225,0.90367,0.8774,0.87737,0.90653,0.95234,0.95252,0.95719,0.95116,0.94506,0.90804,0.91104,0.91971,0.94178,0.92039,0.89046,0.91873,0.89576,0.90465,0.91771,0.89377,0.89933,0.87724,0.83197,0.83074,0.86779,0.88799,0.87832,0.89696,0.92283,0.90973,0.85994,0.86859,0.85256,0.81854,0.86352,0.89196,0.91611,0.90068,0.88364,0.92222,0.91704,0.89805,0.91514,0.94831,0.95703,0.92783,0.92655,0.93376,0.92926,0.96137,1.0084,1.0256,1.0072,0.93963,0.92077,0.88641,0.90266,0.90667,0.88524,0.86307,0.86367,0.87461,0.87127,0.88359,0.88953,0.86739,0.84658,0.84741,0.8169,0.83913,0.82875,0.81563,0.82555,0.84203,0.83343,0.87984,0.88715,0.92566,0.91217,0.91283,0.89307,0.86246,0.83506,0.83269,0.84466,0.84096,0.87562,0.8769,0.88674,0.89471,0.91367,0.92416,0.94297,0.94403,0.93791,0.91456,0.91968,0.94845,0.92748,0.92401,0.93429,0.93201,0.96189,0.95332,0.93553,0.92166,0.93502,0.96001,0.95223,0.9523,0.93755,0.89876,0.91182,0.9301,0.92508,0.94009,0.95567,0.93849,0.90733,0.91166,0.86265,0.87061,0.85901,0.85471,0.8596,0.89331,0.93479,0.9274,0.90983,0.8857,0.85598,0.87387,0.90819,0.92238,0.9176,0.93705,0.96683,0.98102,0.96186,0.92621,0.93454,0.9129,0.91559,0.91396,0.89977,0.93484,0.90214,0.87425,0.86066,0.84509,0.80757,0.79305,0.82202,0.84966,0.87559,0.88809,0.86666,0.86721,0.86787,0.86376,0.8333,0.79892,0.8176,0.83215,0.82487,0.86049,0.88703,0.88749,0.86934,0.87207,0.89211,0.88114,0.89986,0.90535,0.89305
6,0.41012,1.2309,1.0019,1.1017,1.1049,1.0696,1.0259,1.0283,1.002,0.99102,0.94681,0.92053,0.86525,0.84253,0.80371,0.7507,0.74329,0.7501,0.75176,0.73642,0.7285,0.7432,0.72127,0.68673,0.63426,0.59582,0.53318,0.49923,0.49785,0.47266,0.48526,0.49299,0.41826,0.41226,0.4498,0.49954,0.49822,0.51761,0.53451,0.53126,0.57485,0.53887,0.55027,0.54022,0.53074,0.53191,0.54705,0.55063,0.54624,0.53573,0.51763,0.49951,0.45372,0.46662,0.47272,0.51643,0.49671,0.50726,0.56831,0.55252,0.60102,0.6057,0.52611,0.51222,0.44553,0.41466,0.42717,0.39714,0.4075,0.38807,0.3803,0.41579,0.42664,0.45249,0.40897,0.47413,0.53362,0.51066,0.47681,0.42626,0.4339,0.49583,0.50891,0.50103,0.45029,0.44401,0.41989,0.38511,0.40973,0.44682,0.47999,0.49531,0.41562,0.39361,0.38455,0.35559,0.31842,0.32477,0.34253,0.37166,0.3638,0.36887,0.40882,0.45995,0.44631,0.47345,0.54209,0.53448,0.53346,0.50561,0.46368,0.40676,0.39309,0.42463,0.41444,0.36517,0.36746,0.38049,0.40143,0.45711,0.49195,0.45187,0.48444,0.56035,0.56217,0.56057,0.50706,0.53676,0.514,0.47601,0.43533,0.38925,0.38205,0.37143,0.40477,0.44878,0.49613,0.47328,0.5088,0.52985,0.53272,0.51307,0.5202,0.47615,0.48466,0.45392,0.44352,0.41853,0.49322,0.5173,0.56165,0.52003,0.45831,0.42033,0.49445,0.502,0.4862,0.44689,0.44791,0.44741,0.44835,0.38374,0.38289,0.37885,0.4056,0.41949,0.46834,0.50423,0.53171,0.50363,0.53671,0.53992,0.51402,0.57262,0.57778,0.57101,0.60224,0.58579,0.57109,0.54429,0.54578,0.52619,0.51175,0.49506,0.50327,0.51077,0.52599,0.5591,0.55133,0.5468,0.56058,0.54262,0.54499,0.53848,0.56669,0.57514,0.60191,0.60585,0.54961,0.50851,0.50406,0.52214
7,0.57352,1.1767,1.4604,1.5603,1.5438,1.5106,1.4836,1.4824,1.4478,1.3948,1.3613,1.2904,1.2379,1.1946,1.1249,1.0793,1.0536,1.0388,0.97214,0.97676,0.98863,0.95393,0.92357,0.87245,0.88544,0.8503,0.80101,0.77896,0.74978,0.77629,0.75871,0.7825,0.80669,0.78092,0.73091,0.72285,0.7079,0.70199,0.67591,0.682,0.63504,0.65243,0.65563,0.63706,0.67815,0.70521,0.72894,0.72748,0.69249,0.6799,0.71137,0.71865,0.72888,0.72945,0.77152,0.7772,0.75366,0.78883,0.77934,0.79819,0.7903,0.79386,0.79596,0.77356,0.74783,0.71198,0.69195,0.69637,0.69078,0.71807,0.70695,0.66919,0.65052,0.65575,0.65855,0.65257,0.66915,0.69107,0.71895,0.68942,0.70796,0.72255,0.6875,0.7073,0.69807,0.70884,0.71202,0.71994,0.72771,0.70357,0.72078,0.71459,0.715,0.70477,0.6691,0.67054,0.63755,0.6201,0.57503,0.59362,0.58744,0.58272,0.61153,0.63472,0.68596,0.73226,0.73694,0.71519,0.69052,0.72293,0.68184,0.71985,0.70389,0.6811,0.67306,0.67293,0.64702,0.61483,0.6019,0.61714,0.61713,0.66933,0.68971,0.68678,0.64253,0.65336,0.59533,0.58246,0.55885,0.54367,0.49185,0.50445,0.5353,0.54248,0.51913,0.51291,0.56016,0.58429,0.59167,0.59478,0.60494,0.61258,0.6271,0.63777,0.6135,0.58346,0.56274,0.57288,0.58436,0.56841,0.56646,0.6032,0.60957,0.66105,0.65239,0.65419,0.5958,0.58788,0.54392,0.56042,0.58977,0.59106,0.60507,0.60617,0.61895,0.61249,0.61601,0.6622,0.68744,0.67447,0.6722,0.68295,0.69906,0.6879,0.63282,0.64762,0.67892,0.67726,0.67904,0.70799,0.74136,0.75071,0.71531,0.71912,0.71974,0.75408,0.746,0.71928,0.73765,0.70254,0.69934,0.71972,0.74689,0.8119,0.83008,0.80261,0.79574,0.74912,0.74272,0.72051,0.71664,0.7152
4,1.4707,1.0241,1.5826,1.6826,1.6933,1.6752,1.6525,1.5956,1.5364,1.4892,1.5371,1.5113,1.4771,1.4976,1.4936,1.5128,1.5366,1.5627,1.5599,1.5554,1.6038,1.621,1.6184,1.6487,1.6654,1.6304,1.6406,1.6196,1.6366,1.6161,1.6319,1.6915,1.6877,1.66,1.6828,1.7079,1.7358,1.7538,1.7639,1.7721,1.8168,1.8637,1.8692,1.814,1.7808,1.7593,1.7953,1.7864,1.7342,1.7269,1.7427,1.7562,1.7768,1.7564,1.7439,1.6712,1.6215,1.565,1.5366,1.5147,1.4758,1.5064,1.5662,1.5535,1.5142,1.4768,1.4469,1.4933,1.5506,1.5513,1.5721,1.5645,1.5741,1.5699,1.5841,1.5768,1.5021,1.5008,1.5238,1.5105,1.4886,1.4528,1.4535,1.4706,1.4793,1.4047,1.313,1.2543,1.2024,1.2685,1.2664,1.2458,1.2757,1.2382,1.2896,1.3103,1.3197,1.3291,1.3482,1.3755,1.3942,1.4307,1.4814,1.4702,1.507,1.5023,1.4408,1.4546,1.4375,1.4636,1.4138,1.4462,1.5155,1.534,1.5044,1.5349,1.5722,1.5963,1.6257,1.6712,1.6462,1.6141,1.589,1.6098,1.5588,1.5848,1.5659,1.5362,1.5187,1.5496,1.5841,1.555,1.508,1.4992,1.4518,1.4253,1.4387,1.4395,1.4408,1.4475,1.4079,1.403,1.37,1.3735,1.3161,1.3419,1.29,1.3187,1.3545,1.3316,1.3456,1.3269,1.3091,1.3255,1.3308,1.3498,1.3088,1.2578,1.2305,1.1991,1.1466,1.1637,1.194,1.2348,1.2601,1.3181,1.3174,1.3633,1.398,1.4559,1.5189,1.4951,1.4466,1.4352,1.4022,1.3782,1.3926,1.4387,1.4263,1.4086,1.3783,1.4142,1.3662,1.3199,1.3708,1.3626,1.3644,1.3884,1.4356,1.4932,1.5379,1.5971,1.6485,1.5694,1.5503,1.5273,1.5162,1.469,1.4661,1.4588,1.413,1.4436
3,0.07447,1.5686,0.88062,0.9806,0.96168,0.90744,0.85774,0.84967,0.82621,0.82536,0.79542,0.84421,0.80533,0.80042,0.78269,0.78886,0.80556,0.81258,0.81845,0.81024,0.7957,0.7438,0.71959,0.65273,0.66017,0.67739,0.65477,0.61978,0.60111,0.57799,0.52122,0.53382,0.50266,0.47433,0.4693,0.4333,0.37826,0.40362,0.33613,0.30727,0.30594,0.38548,0.44453,0.53057,0.57092,0.50413,0.53679,0.45257,0.4848,0.41362,0.43054,0.45516,0.48277,0.43048,0.40995,0.40296,0.46604,0.41301,0.42424,0.44766,0.42204,0.38968,0.41859,0.47739,0.48948,0.45831,0.38336,0.43337,0.39181,0.39853,0.35486,0.36373,0.32124,0.31321,0.25687,0.22832,0.24898,0.30887,0.31676,0.33618,0.34889,0.40016,0.40901,0.3438,0.35061,0.34013,0.41729,0.45088,0.42345,0.46653,0.52672,0.52054,0.5116,0.49991,0.48607,0.44459,0.46268,0.46145,0.40861,0.37422,0.42126,0.45439,0.38532,0.33682,0.33906,0.30448,0.23782,0.25589,0.25588,0.22344,0.23102,0.23489,0.20026,0.22184,0.13621,0.18435,0.18988,0.27799,0.26278,0.30748,0.31592,0.33231,0.36893,0.29457,0.27465,0.30014,0.2976,0.36111,0.34929,0.29487,0.32612,0.3245,0.2858,0.34775,0.34436,0.2991,0.26476,0.21468,0.22578,0.28242,0.29826,0.34843,0.36731,0.34117,0.30915,0.32021,0.28141,0.23091,0.30598,0.28073,0.23816,0.23567,0.26092,0.18713,0.20043,0.23897,0.24993,0.1872,0.20416,0.18442,0.27279,0.26388,0.22626,0.2594,0.3425,0.40611,0.37797,0.30379,0.33469,0.33122,0.27574,0.25998,0.26238,0.34239,0.39585,0.42988,0.37654,0.32775,0.3709,0.34611,0.27585,0.33172,0.30657,0.23442,0.19558,0.18525,0.21369,0.28015,0.25853,0.23353,0.25502,0.22706,0.22724,0.26343,0.36203,0.42525,0.46336,0.44187,0.42273,0.36885,0.36103,0.32299
5,0.391,1.6014,0.88153,0.97966,0.99794,0.95697,0.91381,0.89643,0.8857,0.84788,0.79314,0.74384,0.71741,0.74585,0.7354,0.69617,0.70412,0.69918,0.74,0.78427,0.81687,0.81556,0.76705,0.76998,0.74169,0.75965,0.74677,0.76084,0.71794,0.69311,0.66609,0.69334,0.72667,0.74557,0.6744,0.66842,0.60794,0.60701,0.55306,0.4903,0.5054,0.45257,0.46579,0.4727,0.53282,0.50883,0.45707,0.38602,0.37065,0.33723,0.35746,0.38275,0.39603,0.42244,0.45506,0.42265,0.39507,0.45195,0.52981,0.56094,0.59685,0.62499,0.58291,0.55956,0.54556,0.47056,0.44161,0.47047,0.46571,0.47136,0.45861,0.45506,0.42698,0.45755,0.47039,0.46134,0.45781,0.44482,0.43491,0.41568,0.42284,0.4314,0.46997,0.43725,0.50654,0.54158,0.50801,0.53232,0.54019,0.54206,0.50618,0.53536,0.56111,0.5301,0.52569,0.48205,0.47312,0.47207,0.46848,0.4667,0.44683,0.46628,0.43044,0.43214,0.39764,0.40701,0.3925,0.41482,0.44411,0.44501,0.44379,0.41654,0.46363,0.46562,0.50383,0.5109,0.56024,0.60172,0.6555,0.65365,0.61166,0.55501,0.52611,0.51248,0.55098,0.57462,0.51944,0.54033,0.56822,0.55377,0.54874,0.58745,0.58077,0.53118,0.54352,0.52049,0.46485,0.41411,0.41243,0.43729,0.46564,0.45516,0.42916,0.35542,0.36935,0.3707,0.4037,0.3949,0.37293,0.33204,0.35887,0.3844,0.41108,0.43286,0.41367,0.36689,0.38742,0.40936,0.43975,0.43964,0.44298,0.41965,0.44442,0.47137,0.47135,0.45965,0.47546,0.46128,0.42932,0.42523,0.47975,0.50146,0.49674,0.50235,0.55909,0.53794,0.50409,0.52303,0.51593,0.51422,0.48396,0.48466,0.47586,0.43707,0.48344,0.50282,0.50442,0.52439,0.515,0.5039,0.52291,0.49339,0.45286,0.44006,0.4835,0.51018,0.50511,0.47887,0.49695,0.43912,0.38877,0.32393
5,0.10735,1.8964,1.4758,1.5758,1.6009,1.567,1.5463,1.4791,1.4528,1.4433,1.3872,1.3242,1.2856,1.2204,1.2063,1.156,1.1025,1.0697,1.0283,0.98045,0.90895,0.84204,0.84043,0.78817,0.74193,0.67095,0.67373,0.70232,0.69159,0.70211,0.72491,0.76764,0.75141,0.72645,0.71411,0.74163,0.74289,0.70417,0.71053,0.66197,0.67333,0.67407,0.68479,0.66395,0.63428,0.64514,0.59679,0.58412,0.57105,0.59208,0.64226,0.67638,0.69804,0.73022,0.72637,0.69844,0.65403,0.61625,0.56498,0.60008,0.58522,0.62639,0.60339,0.61801,0.60572,0.6116,0.58236,0.57317,0.5129,0.51846,0.55186,0.56824,0.56996,0.53955,0.51878,0.46775,0.43653,0.36619,0.33726,0.31005,0.2774,0.27366,0.30786,0.36862,0.39281,0.39215,0.43778,0.45219,0.46981,0.43183,0.42212,0.40243,0.38898,0.34154,0.34239,0.40885,0.4559,0.48739,0.50365,0.50384,0.45824,0.41863,0.43888,0.45605,0.45596,0.44202,0.46575,0.46319,0.43846,0.44021,0.45009,0.48442,0.51089,0.48108,0.48496,0.44898,0.42954,0.39814,0.41465,0.38428,0.34248,0.35369,0.36682,0.42927,0.43583,0.42068,0.47286,0.50313,0.46199,0.4382,0.42488,0.42817,0.39908,0.4399,0.40236,0.42644,0.40426,0.40799,0.44767,0.44644,0.44647,0.47512,0.50171,0.45424,0.45944,0.4003,0.37665,0.38208,0.3999,0.44176,0.44646,0.45405,0.4266,0.38413,0.4356,0.41557,0.39013,0.35815,0.41655,0.44069,0.43861,0.42443,0.39095,0.38887,0.3873,0.33266,0.2823,0.31421,0.29827,0.34478,0.36357,0.37801,0.37114,0.35469,0.34608,0.33876,0.31804,0.3467,0.30705,0.32381,0.35247,0.37542,0.34637,0.39326,0.42468,0.40878,0.41716,0.38395,0.41893,0.43234,0.39749,0.38408,0.37932,0.42725,0.40278,0.40381,0.39148,0.36348,0.39279,0.43291,0.43274,0.41372
8,1.4831,1.797,1.3373,1.4351,1.4791,1.4847,1.5108,1.4933,1.4714,1.4917,1.4544,1.4886,1.505,1.5029,1.5035,1.5388,1.5321,1.5185,1.5278,1.5488,1.5324,1.5417,1.5608,1.5734,1.5279,1.525,1.5057,1.5052,1.5175,1.5281,1.4846,1.4643,1.4638,1.476,1.481,1.5162,1.5134,1.4761,1.4651,1.4513,1.4499,1.4218,1.4612,1.4747,1.4642,1.4751,1.4656,1.4369,1.4465,1.4421,1.3908,1.418,1.4471,1.4749,1.5102,1.5101,1.5,1.4925,1.4925,1.5373,1.5307,1.4976,1.4765,1.4929,1.4867,1.4447,1.465,1.5041,1.4916,1.5098,1.5393,1.6024,1.6361,1.639,1.6288,1.6176,1.6463,1.706,1.7057,1.678,1.7034,1.6707,1.6615,1.683,1.6983,1.6823,1.6919,1.6778,1.6541,1.6506,1.6015,1.5509,1.5269,1.5051,1.5267,1.5527,1.5409,1.5271,1.5863,1.5817,1.6059,1.5757,1.5704,1.5583,1.5557,1.5469,1.5357,1.4982,1.4927,1.4971,1.5488,1.5657,1.5787,1.5712,1.5678,1.5587,1.5162,1.4909,1.4805,1.4722,1.4823,1.4698,1.4501,1.4392,1.4383,1.4529,1.4702,1.4709,1.504,1.5185,1.5534,1.494,1.5155,1.5234,1.4887,1.5079,1.5088,1.4865,1.4958,1.4754,1.5133,1.5308,1.5075,1.5213,1.556,1.5472,1.5857,1.5695,1.6069,1.6066,1.6293,1.5986,1.5904,1.5659,1.5592,1.5604,1.5737,1.597,1.6293,1.5973,1.5916,1.5744,1.5674,1.5571,1.535,1.5096,1.5301,1.5414,1.5534,1.6018,1.6015,1.5582,1.5906,1.6287,1.6552,1.6094,1.5993,1.5823,1.5963,1.6034,1.5799,1.5541,1.5397,1.5314,1.5467,1.5136,1.5172,1.4937,1.4976,1.5367,1.5279,1.5642,1.5591,1.499,1.5153,1.5173,1.5005,1.5224,1.4676,1.4892,1.5222,1.5317
6,1.3654,1.0559,1.2172,1.3171,1.2995,1.2369,1.2115,1.1889,1.1913,1.1819,1.2258,1.2157,1.2315,1.2593,1.2741,1.284,1.2775,1.2427,1.2391,1.2306,1.2432,1.2861,1.2904,1.2882,1.2837,1.3219,1.3856,1.4421,1.4623,1.4997,1.5429,1.5515,1.5767,1.6031,1.6342,1.6487,1.6376,1.6692,1.6641,1.6914,1.7013,1.6905,1.6488,1.6476,1.5998,1.5808,1.5738,1.5106,1.4851,1.4326,1.4224,1.4053,1.3761,1.3594,1.3609,1.3779,1.348,1.305,1.2966,1.314,1.3363,1.3432,1.2946,1.2793,1.3474,1.3738,1.3839,1.3557,1.3391,1.3708,1.3889,1.3845,1.3903,1.405,1.4338,1.4487,1.4541,1.4479,1.4446,1.4639,1.4565,1.4241,1.3862,1.4045,1.364,1.4006,1.4124,1.4504,1.4689,1.4238,1.3999,1.3779,1.3886,1.3741,1.3403,1.3649,1.4302,1.442,1.4562,1.4728,1.4843,1.4866,1.4379,1.4065,1.4124,1.4598,1.4459,1.4096,1.3442,1.3528,1.3653,1.3776,1.4007,1.3687,1.3766,1.3588,1.3548,1.3797,1.3646,1.3008,1.2907,1.3077,1.2648,1.2914,1.3028,1.2752,1.245,1.2503,1.2403,1.2453,1.2783,1.2827,1.3133,1.2848,1.2336,1.2019,1.2242,1.2336,1.2778,1.3323,1.3556,1.4217,1.4321,1.4145,1.3999,1.3827,1.3795,1.3941,1.4327,1.4497,1.5198,1.5065,1.5221,1.5076,1.5026,1.4837,1.4544,1.4521,1.489,1.4993,1.449,1.4448,1.4536,1.4342,1.4365,1.4661,1.4953,1.4696,1.4586,1.4559,1.4061,1.4254,1.404,1.3872,1.4153,1.4089,1.3952,1.4047,1.4239,1.4422,1.4021,1.4026,1.4176,1.4094,1.4054,1.4267,1.4912,1.5172,1.5213,1.5013,1.5017,1.5252,1.5672,1.5838,1.5577,1.5196,1.5067,1.5009,1.5428,1.5757,1.5934,1.5661
2,0.85772,1.6142,1.7083,1.8017,1.8315,1.8354,1.8312,1.8498,1.7913,1.8232,1.7619,1.7571,1.7768,1.8406,1.9144,1.9421,2.0255,2.0403,1.9889,1.9797,1.9752,1.9723,2.0425,2.06,2.0011,1.9895,2.0383,1.994,1.9621,1.8734,1.8723,1.8121,1.7214,1.7152,1.6176,1.6129,1.5484,1.5235,1.4714,1.3721,1.3244,1.3241,1.2477,1.2385,1.1936,1.2204,1.1541,1.1473,1.0493,1.0172,0.99579,0.89815,0.88741,0.79882,0.78849,0.6942,0.68449,0.64991,0.55527,0.53053,0.50152,0.47994,0.38806,0.37029,0.35224,0.30036,0.29577,0.34343,0.31237,0.23612,0.2285,0.23927,0.2749,0.28028,0.36641,0.36054,0.30756,0.3053,0.37377,0.38821,0.45423,0.53652,0.58195,0.5635,0.50248,0.49201,0.47158,0.38851,0.32594,0.23865,0.21477,0.20008,0.2875,0.2935,0.23556,0.22722,0.27974,0.28293,0.2154,0.17381,0.16604,0.18203,0.17673,0.084808,0.1473,0.23084,0.26445,0.22079,0.15323,0.20313,0.19914,0.26012,0.27257,0.23313,0.2264,0.19271,0.19618,0.21493,0.19364,0.11312,0.17086,0.18614,0.16276,0.17715,0.19875,0.20168,0.17503,0.1625,0.15462,0.23942,0.26484,0.24587,0.23097,0.20971,0.24844,0.23983,0.24785,0.29076,0.29372,0.23495,0.21765,0.30247,0.31798,0.27257,0.31536,0.27772,0.18946,0.19938,0.24148,0.2912,0.28596,0.23253,0.25522,0.23265,0.17622,0.17159,0.18098,0.13754,0.19721,0.18062,0.11371,0.19243,0.20717,0.18334,0.15832,0.14511,0.14824,0.13997,0.071085,0.15011,0.19169,0.17113,0.19861,0.18587,0.15454,0.11523,0.12181,0.12351,0.1952,0.22122,0.24313,0.29573,0.36181,0.37636,0.33718,0.34018,0.41028,0.45866,0.53027,0.56389,0.5084,0.50415,0.44022,0.47049,0.42146,0.41174,0.31849,0.31417,0.25811,0.33247,0.34108,0.26175
6,1.1722,1.5456,1.2314,1.3171,1.3081,1.3281,1.3205,1.2934,1.2764,1.2316,1.2161,1.2446,1.2731,1.2853,1.3336,1.3311,1.3246,1.3333,1.3687,1.3503,1.3503,1.3535,1.3732,1.3944,1.3904,1.3843,1.3622,1.3186,1.3047,1.2995,1.2481,1.2522,1.3019,1.2946,1.2899,1.2824,1.2928,1.2841,1.2869,1.3051,1.2647,1.2654,1.2598,1.2442,1.2508,1.2726,1.2927,1.3308,1.386,1.4035,1.4053,1.4211,1.4211,1.4294,1.4334,1.4404,1.4228,1.4109,1.3733,1.365,1.3598,1.3491,1.3725,1.3753,1.4008,1.3887,1.4097,1.4036,1.4052,1.3947,1.3504,1.3096,1.3086,1.3255,1.3418,1.3333,1.3052,1.2754,1.3159,1.2956,1.3065,1.299,1.3106,1.3033,1.3056,1.293,1.2784,1.2515,1.202,1.2328,1.2638,1.2986,1.3189,1.289,1.2938,1.3217,1.3339,1.3234,1.2915,1.313,1.3285,1.3362,1.287,1.2514,1.2306,1.2387,1.2098,1.1761,1.2148,1.2411,1.2798,1.2794,1.2758,1.2972,1.338,1.3124,1.2765,1.2814,1.3023,1.2708,1.2503,1.2455,1.2898,1.3,1.2772,1.2703,1.2457,1.2808,1.2651,1.2716,1.2228,1.2011,1.1705,1.222,1.2118,1.2245,1.2168,1.2761,1.2913,1.2403,1.1918,1.1545,1.1596,1.1628,1.1383,1.13,1.1481,1.1548,1.1676,1.1905,1.1536,1.1537,1.1709,1.123,1.1196,1.0402,1.0117,0.97741,0.94189,0.94412,0.91541,0.93011,0.91998,0.93358,0.9407,0.96848,0.97381,0.97177,0.92883,0.95219,0.98651,0.99435,1.0195,1.0199,1.0305,1.0255,1.0268,1.0673,1.0979,1.1039,1.1409,1.1656,1.1826,1.1668,1.1495,1.1685,1.133,1.1268,1.1259,1.0921,1.094,1.0765,1.0763,1.0572,1.081,1.1015,1.1477,1.1725,1.1774,1.1948,1.1625,1.0835
